Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
34630541,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34633757,00000120,false,Rx,0,8,30,02,0F,00,D4,0E,22,39,
34634004,00000121,false,Rx,0,8,B8,07,35,04,00,00,00,00,
34639810,00000110,false,Rx,0,8,BD,07,01,00,00,00,00,00,
34640057,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34640287,00000140,false,Rx,0,8,55,41,10,07,BC,18,21,00,
34640539,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34643776,00000120,false,Rx,0,8,30,02,0F,00,D3,0E,22,39,
34644013,00000121,false,Rx,0,8,B5,07,35,04,00,00,00,00,
34649807,00000110,false,Rx,0,8,BD,07,01,00,00,00,00,00,
34650054,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34650284,00000140,false,Rx,0,8,55,41,10,07,BC,18,21,00,
34650536,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34653783,00000120,false,Rx,0,8,30,02,0F,00,D4,0E,22,39,
34654030,00000121,false,Rx,0,8,B4,07,35,04,00,00,00,00,
34659867,00000140,false,Rx,0,8,55,41,10,07,BC,18,21,00,
34660114,00000110,false,Rx,0,8,BD,07,01,00,00,00,00,00,
34660365,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34660617,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34663803,00000120,false,Rx,0,8,30,02,0F,00,D8,0E,22,39,
34664039,00000121,false,Rx,0,8,B7,07,35,04,00,00,00,00,
34669804,00000110,false,Rx,0,8,BD,07,01,00,00,00,00,00,
34670050,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34670291,00000140,false,Rx,0,8,55,41,11,07,BD,18,21,00,
34670543,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34673811,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
34674057,00000121,false,Rx,0,8,B5,07,35,04,00,00,00,00,
34679802,00000110,false,Rx,0,8,BD,07,01,00,00,00,00,00,
34680048,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34680289,00000140,false,Rx,0,8,55,41,11,07,BD,18,21,00,
34680541,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34683819,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
34684066,00000121,false,Rx,0,8,B4,07,35,04,00,00,00,00,
34689809,00000110,false,Rx,0,8,BD,07,01,00,00,00,00,00,
34690055,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34690286,00000140,false,Rx,0,8,55,41,12,07,BD,18,21,00,
34690538,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34693837,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
34694073,00000121,false,Rx,0,8,B7,07,35,04,00,00,00,00,
34699807,00000110,false,Rx,0,8,BD,07,01,00,00,00,00,00,
34700054,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34700284,00000140,false,Rx,0,8,55,41,12,07,BD,18,21,00,
34700537,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34703847,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
34704093,00000121,false,Rx,0,8,B5,07,35,04,00,00,00,00,
34709805,00000110,false,Rx,0,8,BD,07,01,00,00,00,00,00,
34710052,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34710282,00000140,false,Rx,0,8,55,41,12,07,BD,18,21,00,
34710534,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34713865,00000120,false,Rx,0,8,30,02,0F,00,D7,0E,22,39,
34714101,00000121,false,Rx,0,8,B4,07,35,04,00,00,00,00,
34719803,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34720050,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34720291,00000140,false,Rx,0,8,55,41,11,07,BC,18,21,00,
34720543,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34723873,00000120,false,Rx,0,8,30,02,0F,00,D5,0E,22,39,
34724120,00000121,false,Rx,0,8,B7,07,35,04,00,00,00,00,
34729802,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34730048,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34730289,00000140,false,Rx,0,8,55,41,11,07,BC,18,21,00,
34730541,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34733892,00000120,false,Rx,0,8,30,02,0F,00,D4,0E,22,39,
34734139,00000121,false,Rx,0,8,B6,07,35,04,00,00,00,00,
34739800,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34740046,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34740287,00000140,false,Rx,0,8,55,41,10,07,BC,18,21,00,
34740529,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34743910,00000120,false,Rx,0,8,30,02,0F,00,D2,0E,22,39,
34744146,00000121,false,Rx,0,8,B4,07,35,04,00,00,00,00,
34749807,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34750053,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34750284,00000140,false,Rx,0,8,55,41,10,07,BC,18,21,00,
34750536,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34753918,00000120,false,Rx,0,8,30,02,0F,00,D3,0E,22,39,
34754166,00000121,false,Rx,0,8,B7,07,35,04,00,00,00,00,
34759866,00000140,false,Rx,0,8,55,41,10,07,BC,18,21,00,
34760103,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34760355,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34760606,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34763936,00000120,false,Rx,0,8,30,02,0F,00,D3,0E,22,39,
34764174,00000121,false,Rx,0,8,B6,07,35,04,00,00,00,00,
34769791,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34770038,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34770268,00000140,false,Rx,0,8,55,41,08,07,BC,17,21,00,
34770520,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34773954,00000120,false,Rx,0,8,30,02,0F,00,D8,0E,22,39,
34774192,00000121,false,Rx,0,8,B5,07,35,04,00,00,00,00,
34779802,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34780048,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34780290,00000140,false,Rx,0,8,55,41,02,07,BC,17,21,00,
34780541,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34783965,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
34784213,00000121,false,Rx,0,8,B8,07,35,04,00,00,00,00,
34789799,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34790046,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34790288,00000140,false,Rx,0,8,55,41,FE,06,BC,17,21,00,
34790539,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34793982,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
34794220,00000121,false,Rx,0,8,B7,07,35,04,00,00,00,00,
34799796,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34800053,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34800285,00000140,false,Rx,0,8,55,41,FC,06,BD,17,21,00,
34800536,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34803990,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
34804228,00000121,false,Rx,0,8,B6,07,35,04,00,00,00,00,
34809804,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34810050,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34810282,00000140,false,Rx,0,8,55,41,FA,06,BD,17,21,00,
34810533,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34813997,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
34814245,00000121,false,Rx,0,8,B9,07,35,04,00,00,00,00,
34819802,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34820048,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34820280,00000140,false,Rx,0,8,55,41,F8,06,BD,17,21,00,
34820531,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34824017,00000120,false,Rx,0,8,30,02,0F,00,D8,0E,22,39,
34824265,00000121,false,Rx,0,8,B8,07,35,04,00,00,00,00,
34829800,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34830047,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34830289,00000140,false,Rx,0,8,55,41,F7,06,BD,17,21,00,
34830540,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34834037,00000120,false,Rx,0,8,30,02,0F,00,D6,0E,22,39,
34834273,00000121,false,Rx,0,8,B7,07,35,04,00,00,00,00,
34839798,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34840044,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34840276,00000140,false,Rx,0,8,55,41,F6,06,BD,17,21,00,
34840527,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34844044,00000120,false,Rx,0,8,30,02,0F,00,D6,0E,22,39,
34844291,00000121,false,Rx,0,8,BB,07,35,04,00,00,00,00,
34849795,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34850052,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34850284,00000140,false,Rx,0,8,55,41,F5,06,BC,17,21,00,
34850535,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34854053,00000120,false,Rx,0,8,30,02,0F,00,D5,0E,22,39,
34854300,00000121,false,Rx,0,8,BA,07,35,04,00,00,00,00,
34859856,00000140,false,Rx,0,8,55,41,F4,06,BC,17,21,00,
34860103,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34860345,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34860596,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34864073,00000120,false,Rx,0,8,30,02,0F,00,D5,0E,22,39,
34864319,00000121,false,Rx,0,8,B8,07,35,04,00,00,00,00,
34869804,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34870050,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34870292,00000140,false,Rx,0,8,55,41,F3,06,BC,17,21,00,
34870543,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34874091,00000120,false,Rx,0,8,30,02,0F,00,D4,0E,22,39,
34874328,00000121,false,Rx,0,8,BB,07,35,04,00,00,00,00,
34879801,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34880048,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34880279,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
34880530,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34884099,00000120,false,Rx,0,8,30,02,0F,00,D8,0E,22,39,
34884346,00000121,false,Rx,0,8,BA,07,35,04,00,00,00,00,
34889800,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34890047,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34890279,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
34890530,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34894120,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
34894356,00000121,false,Rx,0,8,B8,07,35,04,00,00,00,00,
34899799,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34900045,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34900277,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
34900528,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34904128,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
34904364,00000121,false,Rx,0,8,BB,07,35,04,00,00,00,00,
34909796,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34910042,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34910274,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
34910525,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34914137,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
34914384,00000121,false,Rx,0,8,BB,07,35,04,00,00,00,00,
34919794,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34920042,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34920283,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
34920523,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34924155,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
34924391,00000121,false,Rx,0,8,B9,07,35,04,00,00,00,00,
34929803,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34930051,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34930281,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
34930532,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34934173,00000120,false,Rx,0,8,30,02,0F,00,D8,0E,22,39,
34934410,00000121,false,Rx,0,8,BC,07,35,04,00,00,00,00,
34939800,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34940048,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34940279,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
34940529,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34944182,00000120,false,Rx,0,8,30,02,0F,00,D5,0E,22,39,
34944418,00000121,false,Rx,0,8,BB,07,35,04,00,00,00,00,
34949799,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34950046,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34950277,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
34950527,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34954200,00000120,false,Rx,0,8,30,02,0F,00,D4,0E,22,39,
34954437,00000121,false,Rx,0,8,BA,07,35,04,00,00,00,00,
34959847,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
34960095,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34960336,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34960587,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34964208,00000120,false,Rx,0,8,30,02,0F,00,D3,0E,22,39,
34964444,00000121,false,Rx,0,8,BD,07,35,04,00,00,00,00,
34969783,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34970031,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34970271,00000140,false,Rx,0,8,55,41,F3,06,BC,17,21,00,
34970522,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34974226,00000120,false,Rx,0,8,30,02,0F,00,D3,0E,22,39,
34974463,00000121,false,Rx,0,8,BC,07,35,04,00,00,00,00,
34979801,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34980049,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34980279,00000140,false,Rx,0,8,55,41,F2,06,BC,17,21,00,
34980530,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34984234,00000120,false,Rx,0,8,30,02,0F,00,D3,0E,22,39,
34984470,00000121,false,Rx,0,8,BA,07,35,04,00,00,00,00,
34989797,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
34990045,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
34990276,00000140,false,Rx,0,8,55,41,F2,06,BC,17,21,00,
34990527,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
34994252,00000120,false,Rx,0,8,30,02,0F,00,D8,0E,22,39,
34994488,00000121,false,Rx,0,8,BD,07,35,04,00,00,00,00,
34999796,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
35000044,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35000274,00000140,false,Rx,0,8,55,41,F3,06,BD,17,21,00,
35000525,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35004261,00000120,false,Rx,0,8,30,02,0F,00,D9,0E,22,39,
35004508,00000121,false,Rx,0,8,BC,07,35,04,00,00,00,00,
35009796,00000110,false,Rx,0,8,C6,07,01,00,00,00,00,00,
35010044,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35010284,00000140,false,Rx,0,8,55,41,F3,06,BD,17,21,00,
35010525,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35014281,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
35014519,00000121,false,Rx,0,8,BA,07,35,04,00,00,00,00,
35019803,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35020051,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35020282,00000140,false,Rx,0,8,55,41,F3,06,BD,17,21,00,
35020533,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35024289,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
35024526,00000121,false,Rx,0,8,BC,07,35,04,00,00,00,00,
35029791,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35030039,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35030280,00000140,false,Rx,0,8,55,41,F3,06,BD,17,21,00,
35030530,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35034307,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
35034555,00000121,false,Rx,0,8,BB,07,35,04,00,00,00,00,
35039798,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35040046,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35040277,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35040528,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35044314,00000120,false,Rx,0,8,30,02,0F,00,D7,0E,22,39,
35044562,00000121,false,Rx,0,8,BA,07,35,04,00,00,00,00,
35049795,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35050043,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35050274,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35050525,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35054332,00000120,false,Rx,0,8,30,02,0F,00,D4,0E,22,39,
35054570,00000121,false,Rx,0,8,BD,07,35,04,00,00,00,00,
35059846,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35060093,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35060333,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35060585,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35064350,00000120,false,Rx,0,8,30,02,0F,00,D4,0E,22,39,
35064588,00000121,false,Rx,0,8,BC,07,35,04,00,00,00,00,
35069802,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35070049,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35070279,00000140,false,Rx,0,8,55,41,F3,06,BC,17,21,00,
35070530,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35074358,00000120,false,Rx,0,8,30,02,0F,00,D4,0E,22,39,
35074606,00000121,false,Rx,0,8,BA,07,35,04,00,00,00,00,
35079800,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35080046,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35080277,00000140,false,Rx,0,8,55,41,F2,06,BC,17,21,00,
35080527,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35084376,00000120,false,Rx,0,8,30,02,0F,00,D3,0E,22,39,
35084614,00000121,false,Rx,0,8,BD,07,35,04,00,00,00,00,
35089797,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35090043,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35090274,00000140,false,Rx,0,8,55,41,F2,06,BC,17,21,00,
35090525,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35094385,00000120,false,Rx,0,8,30,02,0F,00,D3,0E,22,39,
35094621,00000121,false,Rx,0,8,BD,07,35,04,00,00,00,00,
35099794,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35100041,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35100281,00000140,false,Rx,0,8,55,41,F2,06,BC,17,21,00,
35100533,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35104403,00000120,false,Rx,0,8,30,02,0F,00,D8,0E,22,39,
35104649,00000121,false,Rx,0,8,BB,07,35,04,00,00,00,00,
35109792,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35110039,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35110279,00000140,false,Rx,0,8,55,41,F2,06,BD,17,21,00,
35110531,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35114422,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
35114659,00000121,false,Rx,0,8,BE,07,35,04,00,00,00,00,
35119799,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35120046,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35120276,00000140,false,Rx,0,8,55,41,F3,06,BD,17,21,00,
35120528,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35124429,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
35124678,00000121,false,Rx,0,8,BE,07,35,04,00,00,00,00,
35129797,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35130044,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35130274,00000140,false,Rx,0,8,55,41,F3,06,BD,17,21,00,
35130526,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35134437,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
35134685,00000121,false,Rx,0,8,BC,07,35,04,00,00,00,00,
35139795,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35140042,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35140282,00000140,false,Rx,0,8,55,41,F3,06,BD,17,21,00,
35140534,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35144456,00000120,false,Rx,0,8,30,02,0F,00,DB,0E,22,39,
35144695,00000121,false,Rx,0,8,BF,07,35,04,00,00,00,00,
35149794,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35150041,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35150282,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35150524,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35154477,00000120,false,Rx,0,8,30,02,0F,00,D9,0E,22,39,
35154715,00000121,false,Rx,0,8,BF,07,35,04,00,00,00,00,
35159845,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35160092,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35160332,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35160584,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35164485,00000120,false,Rx,0,8,30,02,0F,00,D7,0E,22,39,
35164722,00000121,false,Rx,0,8,BE,07,35,04,00,00,00,00,
35169780,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35170037,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35170267,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35170519,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35174493,00000120,false,Rx,0,8,30,02,0F,00,D5,0E,22,39,
35174741,00000121,false,Rx,0,8,C0,07,35,04,00,00,00,00,
35179789,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35180046,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35180276,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35180528,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35184512,00000120,false,Rx,0,8,30,02,0F,00,D5,0E,22,39,
35184750,00000121,false,Rx,0,8,C0,07,35,04,00,00,00,00,
35189797,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35190044,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35190274,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35190526,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35194530,00000120,false,Rx,0,8,30,02,0F,00,D5,0E,22,39,
35194767,00000121,false,Rx,0,8,BE,07,35,04,00,00,00,00,
35199793,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35200040,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35200281,00000140,false,Rx,0,8,55,41,F3,06,BC,17,21,00,
35200523,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35204537,00000120,false,Rx,0,8,30,02,0F,00,D5,0E,22,39,
35204785,00000121,false,Rx,0,8,C1,07,35,04,00,00,00,00,
35209791,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35210038,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35210279,00000140,false,Rx,0,8,55,41,F3,06,BD,17,21,00,
35210520,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35214557,00000120,false,Rx,0,8,30,02,0F,00,D8,0E,22,39,
35214805,00000121,false,Rx,0,8,C1,07,35,04,00,00,00,00,
35219789,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35220036,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35220277,00000140,false,Rx,0,8,55,41,F3,06,BD,17,21,00,
35220528,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35224574,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
35224812,00000121,false,Rx,0,8,BF,07,35,04,00,00,00,00,
35229796,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35230043,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35230273,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35230525,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35234582,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
35234830,00000121,false,Rx,0,8,C1,07,35,04,00,00,00,00,
35239794,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35240041,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35240271,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35240523,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35244600,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
35244838,00000121,false,Rx,0,8,C1,07,35,04,00,00,00,00,
35249793,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35250040,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35250270,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35250522,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35254609,00000120,false,Rx,0,8,30,02,0F,00,DA,0E,22,39,
35254857,00000121,false,Rx,0,8,BF,07,35,04,00,00,00,00,
35259832,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35260078,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35260320,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35260571,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35264627,00000120,false,Rx,0,8,30,02,0F,00,D9,0E,22,39,
35264865,00000121,false,Rx,0,8,C2,07,35,04,00,00,00,00,
35269788,00000110,false,Rx,0,8,CD,07,01,00,00,00,00,00,
35270035,00000111,false,Rx,0,8,01,40,00,00,00,00,00,00,
35270266,00000140,false,Rx,0,8,55,41,F4,06,BD,17,21,00,
35270517,00000141,false,Rx,0,8,00,00,00,00,00,00,00,05,
35274635,00000120,false,Rx,0,8,30,02,0F,00,D5,0E,22,39,
